x,y,z,d
0.19,0.5817781,0.11325443,41.034428
0.04,0.0317781,0.11325443,41.122883
-0.26,0.3317781,0.26325443,41.537796
0.09,-0.0182219,0.21325443,41.58826
0.19,0.4317781,0.36325443,41.672207
-0.11,-0.0682219,0.21325443,42.04005
-0.26,0.4317781,0.26325443,42.183792
-0.16,0.3817781,0.16325443,42.51056
0.04,0.7317781,0.11325443,42.67555
0.14,0.8817781,0.46325443,42.709667
-0.01,0.3817781,0.11325443,42.78721
0.09,-0.5682219,0.66325443,43.018375
-0.11,0.5317781,0.56325443,43.224888
0.24,0.7817781,0.36325443,43.25398
0.04,-0.3182219,0.21325443,43.412144
-0.16,0.3317781,0.16325443,43.41339
0.19,-0.2182219,0.46325443,43.521156
0.09,-0.0182219,0.11325443,43.66254
0.19,0.7817781,0.66325443,43.87168
-0.06,0.5817781,0.16325443,44.039616
0.29,0.9317781,0.16325443,44.17035
0.19,-0.1682219,0.76325443,44.24828
-0.11,0.4817781,0.11325443,45.346752
0.19,0.0317781,0.41325443,45.97138
-0.21,0.3317781,0.16325443,46.01872
0.14,0.3317781,0.31325443,46.12293
-0.26,-0.2182219,0.61325443,46.378315
0.24,0.5817781,0.21325443,46.639202
-0.01,0.5817781,0.11325443,46.680477
0.19,0.8817781,0.31325443,46.89725
-0.21,0.4817781,0.21325443,47.110363
0.24,-0.0182219,0.31325443,47.16296
-0.06,-0.6682219,0.66325443,47.354813
-0.26,0.8817781,0.16325443,47.789524
-0.06,0.2317781,0.31325443,47.953094
0.04,-0.4682219,0.71325443,48.072407
-0.06,-0.5682219,0.66325443,48.18359
-0.06,-0.4682219,0.76325443,48.395298
0.19,-0.1682219,0.36325443,48.414707
0.14,0.8817781,0.61325443,48.637936
0.14,0.3317781,0.11325443,48.683136
0.04,-0.5182219,0.66325443,48.715977
0.04,-0.2682219,0.16325443,48.75285
0.19,0.5817781,0.26325443,48.926613
-0.01,-0.1682219,0.21325443,49.233555
0.14,-0.3682219,0.86325443,49.4048
-0.31,0.2817781,0.21325443,49.73535
-0.06,0.6817781,0.16325443,49.752464
-0.26,-0.5682219,0.66325443,49.871334
0.04,0.3317781,0.11325443,49.994984
0.14,-0.6182219,0.66325443,50.18575
0.19,0.4817781,0.16325443,50.229843
0.24,-0.0182219,0.41325443,50.268154
-0.01,0.7317781,0.11325443,50.591686
0.19,0.9317781,0.16325443,50.752583
0.24,0.3817781,0.11325443,50.978107
0.24,0.3817781,0.31325443,51.024647
-0.26,0.2317781,0.26325443,51.051327
-0.01,0.3317781,0.16325443,51.082283
0.09,0.4317781,0.21325443,51.27284
-0.21,-0.6182219,0.66325443,51.42747
0.09,-0.4182219,0.61325443,51.904575
-0.31,0.6317781,0.11325443,52.101986
0.19,-0.6682219,0.66325443,52.390568
0.19,0.4317781,0.41325443,52.503345
-0.11,-0.1682219,0.31325443,52.5364
-0.06,0.6317781,0.16325443,52.659077
-0.11,-0.6682219,0.66325443,52.764973
0.19,0.5317781,0.21325443,52.894085
-0.01,0.8817781,0.11325443,52.968967
-0.21,0.3817781,0.16325443,53.30319
-0.21,-0.1682219,0.76325443,53.475384
0.24,0.5817781,0.11325443,54.087288
-0.06,0.7317781,0.16325443,54.679783
0.19,0.4817781,0.56325443,55.280415
0.19,0.6817781,0.21325443,55.689583
-0.21,0.4817781,0.11325443,55.811
-0.06,0.0317781,0.11325443,55.93552
0.04,0.3817781,0.11325443,56.1113
0.24,0.7817781,0.11325443,56.159603
-0.21,0.5317781,0.21325443,56.31831
0.04,-0.0682219,0.11325443,56.368996
