x,y,z,d
-2.16,-1.5182219,0.26325443,-4.903724
-2.11,-1.5182219,0.26325443,-5.2404485
-2.06,-1.5182219,0.26325443,-3.7113132
-2.01,-1.5182219,0.26325443,-4.568668
-1.96,-1.5182219,0.26325443,-4.2498546
-1.91,-1.5182219,0.26325443,-4.1596923
-1.86,-1.5182219,0.26325443,-4.6993546
-1.81,-1.5182219,0.26325443,-5.704502
-1.76,-1.5182219,0.26325443,-6.3522315
-1.71,-1.5182219,0.26325443,-6.0970645
-1.66,-1.5182219,0.26325443,-4.95496
-1.61,-1.5182219,0.26325443,-5.080949
-1.56,-1.5182219,0.26325443,-5.0781207
-1.51,-1.5182219,0.26325443,-5.1855884
-1.46,-1.5182219,0.26325443,-4.048946
-1.41,-1.5182219,0.26325443,-4.6030383
-1.36,-1.5182219,0.26325443,-4.706843
-1.31,-1.5182219,0.26325443,-4.234532
-1.26,-1.5182219,0.26325443,-3.330374
-1.21,-1.5182219,0.26325443,-4.390634
-1.16,-1.5182219,0.26325443,-3.8411787
-1.11,-1.5182219,0.26325443,-3.816877
-1.06,-1.5182219,0.26325443,-4.4028974
-1.01,-1.5182219,0.26325443,-4.815827
-0.96,-1.5182219,0.26325443,-4.6578054
-0.91,-1.5182219,0.26325443,-4.8084097
-0.86,-1.5182219,0.26325443,-3.9305184
-0.81,-1.5182219,0.26325443,-3.917436
-0.76,-1.5182219,0.26325443,-3.7533066
-0.71,-1.5182219,0.26325443,-3.3648996
-0.66,-1.5182219,0.26325443,-3.089306
-0.61,-1.5182219,0.26325443,-3.0301802
-0.56,-1.5182219,0.26325443,-3.3271031
-0.51,-1.5182219,0.26325443,-2.89305
-0.46,-1.5182219,0.26325443,-2.758797
-0.41,-1.5182219,0.26325443,-2.6032007
-0.36,-1.5182219,0.26325443,-2.3331199
-0.31,-1.5182219,0.26325443,-1.5633384
-0.26,-1.5182219,0.26325443,-2.3954637
-0.21,-1.5182219,0.26325443,-2.5665774
-0.16,-1.5182219,0.26325443,-2.5462122
-0.11,-1.5182219,0.26325443,-2.2941144
-0.06,-1.5182219,0.26325443,-1.3685184
-0.01,-1.5182219,0.26325443,-2.174182
0.04,-1.5182219,0.26325443,-1.7730949
0.09,-1.5182219,0.26325443,-1.4327075
0.14,-1.5182219,0.26325443,-1.851511
0.19,-1.5182219,0.26325443,-2.0264165
0.24,-1.5182219,0.26325443,-1.8830063
0.29,-1.5182219,0.26325443,-1.3475989
0.34,-1.5182219,0.26325443,-1.9512746
0.39,-1.5182219,0.26325443,-2.5580242
0.44,-1.5182219,0.26325443,-3.1951237
0.49,-1.5182219,0.26325443,-2.7601063
0.54,-1.5182219,0.26325443,-3.109376
0.59,-1.5182219,0.26325443,-3.9303644
0.64,-1.5182219,0.26325443,-3.8059576
0.69,-1.5182219,0.26325443,-3.803601
0.74,-1.5182219,0.26325443,-4.9032288
0.79,-1.5182219,0.26325443,-5.078085
0.84,-1.5182219,0.26325443,-5.6713815
0.89,-1.5182219,0.26325443,-5.3376923
