x,y,z,d
-2.16,-1.5182219,0.71325443,-8.10725
-2.11,-1.5182219,0.71325443,-7.2842345
-2.06,-1.5182219,0.71325443,-5.569417
-2.01,-1.5182219,0.71325443,-6.3415437
-1.96,-1.5182219,0.71325443,-6.9008765
-1.91,-1.5182219,0.71325443,-6.1841426
-1.86,-1.5182219,0.71325443,-5.862238
-1.81,-1.5182219,0.71325443,-5.405571
-1.76,-1.5182219,0.71325443,-6.5167875
-1.71,-1.5182219,0.71325443,-6.6723647
-1.66,-1.5182219,0.71325443,-6.740148
-1.61,-1.5182219,0.71325443,-7.049485
-1.56,-1.5182219,0.71325443,-7.2933125
-1.51,-1.5182219,0.71325443,-6.2150025
-1.46,-1.5182219,0.71325443,-6.087395
-1.41,-1.5182219,0.71325443,-5.798834
-1.36,-1.5182219,0.71325443,-6.159209
-1.31,-1.5182219,0.71325443,-5.9670777
-1.26,-1.5182219,0.71325443,-6.060176
-1.21,-1.5182219,0.71325443,-7.153006
-1.16,-1.5182219,0.71325443,-6.337958
-1.11,-1.5182219,0.71325443,-5.428231
-1.06,-1.5182219,0.71325443,-5.102623
-1.01,-1.5182219,0.71325443,-5.323604
-0.96,-1.5182219,0.71325443,-5.7986617
-0.91,-1.5182219,0.71325443,-4.6747575
-0.86,-1.5182219,0.71325443,-3.8309834
-0.81,-1.5182219,0.71325443,-5.113197
-0.76,-1.5182219,0.71325443,-5.0346146
-0.71,-1.5182219,0.71325443,-4.116622
-0.66,-1.5182219,0.71325443,-3.9327242
-0.61,-1.5182219,0.71325443,-4.908
-0.56,-1.5182219,0.71325443,-5.401263
-0.51,-1.5182219,0.71325443,-5.135806
-0.46,-1.5182219,0.71325443,-2.9845674
-0.41,-1.5182219,0.71325443,-2.6922834
-0.36,-1.5182219,0.71325443,-2.1166897
-0.31,-1.5182219,0.71325443,-2.7267725
-0.26,-1.5182219,0.71325443,-2.097379
-0.21,-1.5182219,0.71325443,-1.7921711
-0.16,-1.5182219,0.71325443,-1.8955262
-0.11,-1.5182219,0.71325443,-1.7286632
-0.06,-1.5182219,0.71325443,-1.3161601
-0.01,-1.5182219,0.71325443,-1.4978031
0.04,-1.5182219,0.71325443,-1.2550986
0.09,-1.5182219,0.71325443,-2.3267944
0.14,-1.5182219,0.71325443,-1.4778326
0.19,-1.5182219,0.71325443,-1.9969418
0.24,-1.5182219,0.71325443,-1.5197386
0.29,-1.5182219,0.71325443,-2.504676
0.34,-1.5182219,0.71325443,-2.061036
0.39,-1.5182219,0.71325443,-2.3778684
0.44,-1.5182219,0.71325443,-2.8507779
0.49,-1.5182219,0.71325443,-3.4596577
0.54,-1.5182219,0.71325443,-4.4941516
0.59,-1.5182219,0.71325443,-4.750609
0.64,-1.5182219,0.71325443,-3.7396982
0.69,-1.5182219,0.71325443,-3.8770568
0.74,-1.5182219,0.71325443,-5.2676024
0.79,-1.5182219,0.71325443,-5.9296494
0.84,-1.5182219,0.71325443,-5.358367
0.89,-1.5182219,0.71325443,-6.264065
0.94,-1.5182219,0.71325443,-7.6618276
0.99,-1.5182219,0.71325443,-7.1218963
1.04,-1.5182219,0.71325443,-6.6628566
1.09,-1.5182219,0.71325443,-6.7876763
1.14,-1.5182219,0.71325443,-8.185363
1.19,-1.5182219,0.71325443,-7.441869
1.24,-1.5182219,0.71325443,-6.4404883
1.29,-1.5182219,0.71325443,-7.1100054
1.34,-1.5182219,0.71325443,-7.271724
1.39,-1.5182219,0.71325443,-6.0473447
1.44,-1.5182219,0.71325443,-5.932669
1.49,-1.5182219,0.71325443,-6.5121484
1.54,-1.5182219,0.71325443,-7.460147
1.59,-1.5182219,0.71325443,-6.3346806
1.64,-1.5182219,0.71325443,-6.416405
1.69,-1.5182219,0.71325443,-6.9108033
1.74,-1.5182219,0.71325443,-6.707446
1.79,-1.5182219,0.71325443,-5.6130686
1.84,-1.5182219,0.71325443,-6.443352
1.89,-1.5182219,0.71325443,-6.988491
1.94,-1.5182219,0.71325443,-7.3454323
1.99,-1.5182219,0.71325443,-7.4635205
2.04,-1.5182219,0.71325443,-7.075113
2.09,-1.5182219,0.71325443,-7.8681445
2.14,-1.5182219,0.71325443,-8.442007
-2.16,-1.4682219,0.71325443,-9.271216
-2.11,-1.4682219,0.71325443,-9.047205
-2.06,-1.4682219,0.71325443,-9.067598
-2.01,-1.4682219,0.71325443,-7.3901668
-1.96,-1.4682219,0.71325443,-7.476546
-1.91,-1.4682219,0.71325443,-6.365421
-1.86,-1.4682219,0.71325443,-6.5790596
-1.81,-1.4682219,0.71325443,-6.591805
-1.76,-1.4682219,0.71325443,-6.9704094
-1.71,-1.4682219,0.71325443,-6.8011804
-1.66,-1.4682219,0.71325443,-7.344268
