x,y,z,d
-2.16,-1.5182219,1.16325443,-7.0148854
-2.11,-1.5182219,1.16325443,-6.631198
-2.06,-1.5182219,1.16325443,-6.1112046
-2.01,-1.5182219,1.16325443,-6.58761
-1.96,-1.5182219,1.16325443,-6.755334
-1.91,-1.5182219,1.16325443,-6.0347204
-1.86,-1.5182219,1.16325443,-5.844008
-1.81,-1.5182219,1.16325443,-5.605108
-1.76,-1.5182219,1.16325443,-6.113767
-1.71,-1.5182219,1.16325443,-6.4733663
-1.66,-1.5182219,1.16325443,-5.9135146
-1.61,-1.5182219,1.16325443,-6.060993
-1.56,-1.5182219,1.16325443,-5.9309473
-1.51,-1.5182219,1.16325443,-5.782011
-1.46,-1.5182219,1.16325443,-4.7669826
-1.41,-1.5182219,1.16325443,-5.4275646
-1.36,-1.5182219,1.16325443,-5.094627
-1.31,-1.5182219,1.16325443,-5.3766155
-1.26,-1.5182219,1.16325443,-4.7670794
-1.21,-1.5182219,1.16325443,-6.394035
-1.16,-1.5182219,1.16325443,-5.365144
-1.11,-1.5182219,1.16325443,-5.074404
-1.06,-1.5182219,1.16325443,-5.0220585
-1.01,-1.5182219,1.16325443,-5.0033846
-0.96,-1.5182219,1.16325443,-4.8441405
-0.91,-1.5182219,1.16325443,-5.669664
-0.86,-1.5182219,1.16325443,-4.2011585
-0.81,-1.5182219,1.16325443,-5.779727
-0.76,-1.5182219,1.16325443,-5.524718
-0.71,-1.5182219,1.16325443,-5.09707
-0.66,-1.5182219,1.16325443,-4.836927
-0.61,-1.5182219,1.16325443,-6.4138217
-0.56,-1.5182219,1.16325443,-5.977747
-0.51,-1.5182219,1.16325443,-5.6659627
-0.46,-1.5182219,1.16325443,-3.845812
-0.41,-1.5182219,1.16325443,-5.1452184
-0.36,-1.5182219,1.16325443,-3.9816582
-0.31,-1.5182219,1.16325443,-3.4619184
-0.26,-1.5182219,1.16325443,-3.9445016
-0.21,-1.5182219,1.16325443,-4.8945985
-0.16,-1.5182219,1.16325443,-4.17677
-0.11,-1.5182219,1.16325443,-4.2191586
-0.06,-1.5182219,1.16325443,-3.1636763
-0.01,-1.5182219,1.16325443,-4.069201
0.04,-1.5182219,1.16325443,-3.145714
0.09,-1.5182219,1.16325443,-3.3162682
0.14,-1.5182219,1.16325443,-3.5477335
0.19,-1.5182219,1.16325443,-4.5287166
0.24,-1.5182219,1.16325443,-3.786499
0.29,-1.5182219,1.16325443,-3.0198529
0.34,-1.5182219,1.16325443,-3.3434525
0.39,-1.5182219,1.16325443,-4.3471804
0.44,-1.5182219,1.16325443,-3.9330533
0.49,-1.5182219,1.16325443,-4.2175245
0.54,-1.5182219,1.16325443,-4.5290856
0.59,-1.5182219,1.16325443,-6.8763866
0.64,-1.5182219,1.16325443,-5.4646144
0.69,-1.5182219,1.16325443,-5.56766
0.74,-1.5182219,1.16325443,-6.777506
0.79,-1.5182219,1.16325443,-8.074423
0.84,-1.5182219,1.16325443,-7.417682
0.89,-1.5182219,1.16325443,-7.9109025
0.94,-1.5182219,1.16325443,-9.343427
0.99,-1.5182219,1.16325443,-10.10195
1.04,-1.5182219,1.16325443,-9.024733
1.09,-1.5182219,1.16325443,-8.554558
1.14,-1.5182219,1.16325443,-9.460315
1.19,-1.5182219,1.16325443,-10.169199
1.24,-1.5182219,1.16325443,-9.160797
1.29,-1.5182219,1.16325443,-9.831133
1.34,-1.5182219,1.16325443,-9.938466
1.39,-1.5182219,1.16325443,-10.451833
1.44,-1.5182219,1.16325443,-9.255696
1.49,-1.5182219,1.16325443,-9.269724
1.54,-1.5182219,1.16325443,-9.8306875
1.59,-1.5182219,1.16325443,-9.573376
1.64,-1.5182219,1.16325443,-9.349711
1.69,-1.5182219,1.16325443,-9.886287
1.74,-1.5182219,1.16325443,-10.2789345
1.79,-1.5182219,1.16325443,-9.787726
1.84,-1.5182219,1.16325443,-8.340391
1.89,-1.5182219,1.16325443,-8.931287
1.94,-1.5182219,1.16325443,-10.100431
1.99,-1.5182219,1.16325443,-9.993747
2.04,-1.5182219,1.16325443,-10.038964
2.09,-1.5182219,1.16325443,-10.006534
2.14,-1.5182219,1.16325443,-11.179621
-2.16,-1.4682219,1.16325443,-7.3895187
