x,y,z,d
-2.06,-1.4682218999999999,0.21325443,-2.343358
-2.0100000000000002,-1.4682218999999999,0.21325443,-2.83122
-1.8600000000000003,-1.5182219,0.21325443,-3.4890707
-1.6600000000000004,-1.4682218999999999,0.16325443,-3.953879
-1.4600000000000004,-1.4682218999999999,0.21325443,-3.595607
-1.3100000000000005,-1.5182219,0.11325443,-3.8702629
-1.2600000000000007,-1.4682218999999999,0.21325443,-2.7197669
-1.0600000000000007,-1.5182219,0.16325443,-3.1264853
-0.8600000000000009,-1.5182219,0.11325443,-2.1055036
-0.7600000000000009,-1.5182219,0.16325443,-1.7770212
-0.660000000000001,-1.5182219,0.16325443,-2.4108598
-0.46000000000000113,-1.4682218999999999,0.21325443,-1.3510938
-0.3100000000000012,-1.5182219,0.21325443,-0.7784239
-0.11000000000000129,-1.5182219,0.21325443,-1.438659
-0.060000000000001386,-1.5182219,0.21325443,-1.0369915
0.08999999999999853,-1.5182219,0.21325443,-1.1458974
0.2899999999999984,-1.5182219,0.21325443,-0.72516596
0.38999999999999835,-1.5182219,0.21325443,-1.8139868
0.6399999999999982,-1.5182219,0.21325443,-3.0983455
0.6899999999999982,-1.4682218999999999,0.21325443,-2.5622418
0.8899999999999981,-1.5182219,0.16325443,-3.8270266
1.089999999999998,-1.5182219,0.21325443,-2.9368737
1.139999999999998,-1.4682218999999999,0.21325443,-3.8644068
1.2899999999999978,-1.5182219,0.21325443,-4.5415244
1.4899999999999978,-1.4682218999999999,0.21325443,-4.145651
1.6899999999999977,-1.5182219,0.21325443,-4.2733426
1.8399999999999976,-1.5182219,0.16325443,-3.6885762
1.889999999999997,-1.4682218999999999,0.21325443,-3.135823
2.0399999999999974,-1.5182219,0.16325443,-4.514942
-2.06,-1.2682219,0.16325443,-2.2312708
-2.0100000000000002,-1.3182219,0.16325443,-2.7306566
-1.8600000000000003,-1.3682219,0.21325443,-2.8238935
-1.6100000000000003,-1.2682219,0.11325443,-3.6612933
-1.4600000000000004,-1.3182219,0.16325443,-2.307387
-1.3600000000000005,-1.2682219,0.11325443,-2.9213142
-1.2600000000000007,-1.2682219,0.21325443,-2.490578
-1.0600000000000007,-1.3182219,0.16325443,-2.2907999
-0.8600000000000009,-1.2682219,0.16325443,-1.9424498
-0.7600000000000009,-1.3182219,0.16325443,-1.5119452
-0.660000000000001,-1.2682219,0.16325443,-1.7913927
-0.46000000000000113,-1.3182219,0.16325443,-1.1086913
-0.3600000000000012,-1.3682219,0.21325443,-0.5578268
-0.11000000000000129,-1.3182219,0.16325443,-1.1497557
-0.060000000000001386,-1.3182219,0.16325443,-1.1746285
0.08999999999999853,-1.3182219,0.16325443,-0.91495764
0.3399999999999984,-1.3682219,0.21325443,-0.38007337
0.38999999999999835,-1.3682219,0.21325443,-0.8102158
0.6399999999999982,-1.3182219,0.16325443,-2.3142323
0.6899999999999982,-1.3182219,0.16325443,-1.6303658
0.8899999999999981,-1.2682219,0.16325443,-2.657952
1.089999999999998,-1.3182219,0.16325443,-2.4524894
1.139999999999998,-1.2682219,0.21325443,-2.6074278
1.3399999999999979,-1.2682219,0.21325443,-3.7713573
1.4899999999999978,-1.2682219,0.21325443,-3.2210631
1.6899999999999977,-1.3182219,0.21325443,-3.904147
1.7899999999999976,-1.2682219,0.21325443,-3.0337882
1.889999999999997,-1.2682219,0.21325443,-2.1441429
2.0399999999999974,-1.3182219,0.16325443,-3.556234
-2.06,-1.1682219,0.16325443,-1.7056975
-2.0100000000000002,-1.1182219,0.11325443,-1.9558573
-1.8600000000000003,-1.1682219,0.21325443,-1.4003117
-1.6600000000000004,-1.1182219,0.16325443,-2.505547
-1.4600000000000004,-1.1182219,0.16325443,-1.5145854
-1.3100000000000005,-1.1182219,0.11325443,-1.6796081
-1.2600000000000007,-1.1182219,0.16325443,-1.5653749
-1.0600000000000007,-1.1682219,0.21325443,-1.8103589
-0.8600000000000009,-1.1682219,0.16325443,-1.2946243
-0.710000000000001,-1.1682219,0.16325443,-0.957049
-0.660000000000001,-1.1682219,0.16325443,-0.85553956
-0.46000000000000113,-1.2182219,0.21325443,-0.7657984
-0.3100000000000012,-1.1682219,0.21325443,-0.8245677
-0.11000000000000129,-1.1182219,0.16325443,-0.63102657
-0.060000000000001386,-1.1182219,0.11325443,-0.6889311
0.08999999999999853,-1.1182219,0.16325443,-0.5545609
0.2899999999999984,-1.2182219,0.21325443,-0.5718698
0.38999999999999835,-1.1182219,0.11325443,-1.2180442
0.5399999999999983,-1.1182219,0.16325443,-1.8368065
0.6899999999999982,-1.1182219,0.16325443,-0.88967645
0.8899999999999981,-1.1182219,0.16325443,-1.8533738
1.089999999999998,-1.1182219,0.16325443,-1.9966934
1.239999999999998,-1.1182219,0.16325443,-2.9371543
1.2899999999999978,-1.1182219,0.16325443,-2.8870358
1.4399999999999977,-1.1182219,0.16325443,-3.0278687
1.6899999999999977,-1.1182219,0.16325443,-3.5043805
1.7899999999999976,-1.2182219,0.16325443,-3.00409
1.889999999999997,-1.2182219,0.21325443,-2.813927
2.0399999999999974,-1.1182219,0.16325443,-3.2661037
-2.06,-0.9682219000000002,0.16325443,-1.3685027
-1.9100000000000001,-0.9682219000000002,0.16325443,-1.523282
-1.7600000000000002,-0.9682219000000002,0.16325443,-1.038109
-1.7100000000000004,-0.9682219000000002,0.21325443,-0.63682055
-1.5100000000000005,-0.9682219000000002,0.21325443,-0.48818374
-1.4100000000000006,-0.9682219000000002,0.21325443,-0.9065652
-1.2600000000000007,-0.9682219000000002,0.21325443,-0.6045359
-1.1100000000000008,-0.9682219000000002,0.21325443,-0.955415
-0.9600000000000009,-0.9682219000000002,0.16325443,-1.0102335
-0.7600000000000009,-0.9682219000000002,0.21325443,-1.0160061
-0.610000000000001,-0.9682219000000002,0.16325443,-0.94699097
-0.41000000000000114,-0.9682219000000002,0.16325443,-0.5206351
-0.3600000000000012,-0.9682219000000002,0.21325443,-0.12299763
-0.11000000000000129,-0.9682219000000002,0.16325443,-0.00913398
-0.060000000000001386,-0.9682219000000002,0.16325443,-0.061422512
0.08999999999999853,-0.9682219000000002,0.21325443,0.10520743
0.2899999999999984,-1.0182219000000001,0.11325443,-0.26104194
0.38999999999999835,-0.9682219000000002,0.21325443,-0.39281136
0.6399999999999982,-0.9682219000000002,0.16325443,-0.8335751
0.6899999999999982,-0.9682219000000002,0.16325443,-0.9448992
0.8899999999999981,-1.0682219000000002,0.16325443,-1.8688326
1.089999999999998,-0.9682219000000002,0.16325443,-1.9910011
1.189999999999998,-0.9682219000000002,0.21325443,-2.5745318
1.2899999999999978,-0.9682219000000002,0.21325443,-2.3835456
1.4399999999999977,-0.9682219000000002,0.21325443,-2.6948438
1.6899999999999977,-1.0182219000000001,0.21325443,-2.7370427
1.7899999999999976,-1.0682219000000002,0.11325443,-2.3415623
1.889999999999997,-0.9682219000000002,0.21325443,-2.4262385
2.0399999999999974,-0.9682219000000002,0.21325443,-2.9241178
-2.06,-0.9182219000000003,0.16325443,-1.4813298
-1.9100000000000001,-0.9182219000000003,0.21325443,-1.0949284
-1.8600000000000003,-0.9182219000000003,0.21325443,-0.78000766
-1.6600000000000004,-0.9182219000000003,0.21325443,-0.64279795
-1.4600000000000004,-0.9182219000000003,0.21325443,-0.38930064
-1.3100000000000005,-0.9182219000000003,0.21325443,-0.51385623
-1.2600000000000007,-0.9182219000000003,0.21325443,-0.48052275
-1.0600000000000007,-0.9182219000000003,0.16325443,-0.94912994
-0.8600000000000009,-0.8182219000000003,0.11325443,-0.79991645
-0.7600000000000009,-0.8682219000000002,0.21325443,-0.66358554
