x,y,z,r,g,b,d
"['0.14760001', '0.41653204', '0.91214716']",[16.708237   16.352297   16.425077   -0.67544425]
"['0.15000002', '0.47964406', '0.8944584']",[22.908129  21.204039  20.525879  -1.1888361]
"['0.1524', '0.5427556', '0.8767699']",[25.027449  24.421389  25.33815   -1.1872162]
"['0.15480001', '0.60586786', '0.85908115']",[16.202665  16.877863  18.130081  -0.5118991]
"['0.15720001', '0.66897917', '0.8413925']",[20.499777   20.461946   20.96814    -0.74342775]
"['0.1596', '0.73209095', '0.8237039']",[13.640162  12.487977  11.151664  -0.6310949]
"['0.162', '0.79520273', '0.80601525']",[10.640974    9.103093    7.854559    0.06628205]
"['0.16440001', '0.858315', '0.7883265']",[16.511915  15.7142515 15.628878  -0.4335636]
"['0.1668', '0.9214268', '0.77063787']",[16.7164   15.90236  14.582678 -1.108406]
"['0.1692', '0.9845381', '0.75294924']",[ 9.954846   9.295976   7.9166017 -0.8728485]
"['0.17160001', '1.0476503', '0.7352606']",[12.8408985  11.606322    9.635904   -0.16188641]
"['0.17400001', '1.1107621', '0.71757185']",[18.635473  16.765182  13.434628  -0.5829751]
"['0.1764', '1.1738739', '0.6998832']",[20.750294  20.94242   21.429575  -0.6309296]
"['0.1788', '1.2369852', '0.6821946']",[16.773523   16.601912   16.438738   -0.38869864]
"['0.18120001', '1.3000975', '0.66450596']",[17.362091  17.76101   18.731968  -1.0999825]
"['0.18360002', '1.3632092', '0.6468172']",[11.740128  12.315439  14.237177  -1.0790027]
"['0.18599999', '1.4263206', '0.6291287']",[14.251084   14.372304   15.7211     -0.96025205]
"['0.18840002', '1.4894328', '0.6114398']",[10.64372   10.467329  10.169554  -0.8405888]
"['0.19080003', '1.5525451', '0.5937511']",[46.448895  42.20246   42.042908  -2.4468179]
"['0.19320004', '1.6156569', '0.57606244']",[32.008583  31.066744  31.680275  -1.3757843]
"['0.1956', '1.6787682', '0.5583739']",[24.416233  24.201982  24.639002  -1.2594014]
"['0.19800001', '1.7418804', '0.5406852']",[58.794247  52.782833  56.13849   -2.8574095]
"['0.20040002', '1.8049922', '0.5229964']",[44.886524 43.881634 50.530136 -1.965373]
"['0.2028', '1.8681035', '0.50530803']",[35.623226  37.447628  44.233994  -1.7770245]
"['0.2052', '1.9312153', '0.48761928']",[38.15591  38.3391   41.175568 -1.230037]
"['0.20760001', '1.9943275', '0.46993053']",[43.214092 45.304962 51.974697 -2.308832]
"['0.21000002', '2.0574393', '0.45224178']",[34.115772  35.523067  39.951927  -1.7509782]
"['0.21240003', '2.1205516', '0.43455303']",[44.971493  46.498447  52.348602  -2.3005247]
"['0.21480002', '2.1836624', '0.41686463']",[48.345562  49.662548  55.661774  -2.1500764]
"['0.21720001', '2.2467747', '0.39917588']",[24.069036   25.138277   29.705902   -0.36131477]
"['0.21960002', '2.3098865', '0.38148713']",[20.91283    21.956865   25.57051    -0.86075675]
"['0.222', '2.3729978', '0.36379874']",[25.559912  26.439417  31.033936  -1.4278804]
"['0.22440001', '2.4361095', '0.34611']",[18.890598  20.332788  25.720425  -1.4268185]
"['0.22680002', '2.4992218', '0.32842124']",[29.785074  30.029715  36.322094  -1.8555565]
