x,y,z,r,g,b,d
"['0.16228595', '0.76408243', '0.7369678']",[ 9.475179   9.604798   9.9574795 -3.121398 ]
"['0.16231975', '0.76496315', '0.7367048']",[ 9.955724  10.1093855 10.50355   -3.170763 ]
"['0.16235355', '0.76584387', '0.73644173']",[10.376353  10.543666  10.9532385 -3.2126935]
"['0.16238734', '0.7667246', '0.73617876']",[10.562186 10.724612 11.116175 -3.230206]
"['0.16242114', '0.7676053', '0.73591566']",[10.241078  10.371403  10.698994  -3.1692014]
"['0.16245493', '0.768486', '0.7356527']",[10.071026  10.17477   10.454069  -3.0924408]
"['0.16248873', '0.76936674', '0.7353897']",[ 9.963104  10.037757  10.267179  -3.0176923]
"['0.16252252', '0.77024746', '0.7351266']",[ 9.823802  9.877925 10.056501 -2.965017]
"['0.16255632', '0.7711282', '0.73486364']",[ 9.663627  9.709738  9.855337 -2.906006]
"['0.16259012', '0.7720089', '0.73460054']",[ 9.469796   9.515583   9.626179  -2.8462362]
"['0.16262391', '0.77288914', '0.73433757']",[ 9.337841  9.361257  9.387714 -2.801294]
"['0.16265771', '0.77376986', '0.7340746']",[ 9.334733   9.340482   9.316164  -2.7543566]
"['0.1626915', '0.7746506', '0.7338115']",[ 9.502253   9.485284   9.409435  -2.7070694]
"['0.1627253', '0.7755313', '0.7335485']",[ 9.87111    9.818726   9.672753  -2.6798704]
"['0.1627591', '0.776412', '0.7332854']",[10.041024   9.964078   9.660083  -2.6454651]
"['0.16279289', '0.7772927', '0.73302245']",[10.236298  10.162175   9.787281  -2.6311963]
"['0.16282669', '0.77817345', '0.73275936']",[10.386926  10.31475    9.879281  -2.6341796]
"['0.16286048', '0.77905416', '0.7324964']",[10.369664  10.303742   9.817902  -2.6209345]
"['0.16289428', '0.7799349', '0.7322334']",[10.314904  10.247682   9.738043  -2.5810626]
"['0.16292807', '0.7808151', '0.7319703']",[10.278512  10.217765   9.730524  -2.5089517]
"['0.16296187', '0.78169584', '0.73170733']",[10.323075  10.268623   9.844641  -2.3975475]
"['0.16299567', '0.78257656', '0.73144424']",[10.532193  10.518006  10.257725  -2.2604752]
"['0.16302946', '0.7834573', '0.73118126']",[10.298774  10.365843  10.348301  -2.1433017]
"['0.16306326', '0.784338', '0.7309183']",[ 9.793772   9.853692   9.938089  -1.9919103]
"['0.16309705', '0.7852187', '0.7306552']",[ 8.885139   8.893061   9.040818  -1.8461286]
"['0.16313085', '0.78609943', '0.7303922']",[ 7.8444023  7.8168483  7.9992642 -1.7029328]
"['0.16316466', '0.7869806', '0.730129']",[ 7.17451    7.1247764  7.2826943 -1.6050856]
"['0.16319846', '0.78786135', '0.729866']",[ 6.5099277  6.385962   6.433565  -1.4392594]
"['0.1633702', '0.79233694', '0.7285292']",[ 4.8938494  4.727942   4.647497  -1.3465177]
"['0.16354863', '0.7969861', '0.72714067']",[ 3.94561    3.7881815  3.756331  -1.2352716]
"['0.16372706', '0.80163574', '0.725752']",[ 3.8129091  3.6140804  3.5230207 -1.1771654]
"['0.1639055', '0.80628586', '0.7243632']",[ 3.931295   3.6501853  3.2891705 -1.4747127]
"['0.16408393', '0.810935', '0.72297466']",[ 5.436536   5.2081504  4.8220572 -2.2417867]
"['0.16426234', '0.81558466', '0.721586']",[ 6.887867   6.780271   6.480026  -2.5150874]
"['0.16440001', '0.8191719', '0.72051454']",[ 8.1662035  8.100136   7.68758   -2.7769635]
"['0.16444077', '0.8202343', '0.7201973']",[ 8.258253   8.189395   7.694683  -2.8113499]
"['0.1646192', '0.82488394', '0.71880853']",[ 9.019388   9.024596   8.639884  -2.5924485]
"['0.16479763', '0.8295336', '0.71742']",[ 9.237279  9.321212  9.138705 -2.350191]
"['0.16497606', '0.83418274', '0.7160313']",[13.298995 13.536337 13.893215 -2.637695]
"['0.1651545', '0.83883286', '0.7146425']",[14.658345  15.034417  15.701479  -2.4310594]
"['0.16533293', '0.8434825', '0.71325386']",[13.7417965 14.131137  14.952412  -2.047923 ]
"['0.16551135', '0.84813166', '0.7118653']",[10.768918  11.020058  11.819128  -1.5796622]
"['0.16565388', '0.8518462', '0.71075594']",[ 8.456362   8.48784    8.934755  -1.4776937]
"['0.16576095', '0.8546362', '0.7099227']",[ 6.605095   6.3751655  6.2654824 -1.3989679]
"['0.16586801', '0.85742617', '0.7090894']",[ 5.0539618  4.669421   3.9503028 -1.2960173]
"['0.16597508', '0.86021614', '0.7082561']",[ 3.822319   3.2236269  2.0780444 -1.1101738]
"['0.16608214', '0.8630061', '0.70742285']",[ 3.583932   2.9440846  1.5972221 -1.1762794]
"['0.16618921', '0.8657961', '0.7065896']",[ 3.6121268  2.905101   1.4814966 -1.2871166]
"['0.16629627', '0.8685856', '0.7057564']",[ 3.9433045  3.2557783  1.9560513 -1.3927913]
"['0.16640334', '0.87137556', '0.70492315']",[ 4.243172   3.6043384  2.4738538 -1.4423386]
"['0.16651043', '0.874166', '0.70408976']",[ 4.075328   3.3796833  2.0962396 -1.2093138]
"['0.1666175', '0.876956', '0.7032565']",[ 3.4571552  2.7977564  1.4308513 -1.1841007]
"['0.16672456', '0.87974596', '0.7024232']",[ 3.1804247  2.6956537  1.508821  -1.3506119]
"['0.1668', '0.88171244', '0.701836']",[ 2.9202418  2.543957   1.5433798 -1.5625013]
"['0.16683163', '0.88253593', '0.70158994']",[ 2.8146052  2.4707263  1.5495524 -1.6676373]
"['0.16693869', '0.8853259', '0.70075667']",[ 2.9530625  2.6404939  1.855724  -1.9159572]
"['0.16704576', '0.8881159', '0.6999234']",[ 2.9150667  2.6000557  1.901622  -2.0886257]
"['0.16715282', '0.89090586', '0.6990901']",[ 1.7974354   1.4452329   0.90514207 -2.1262388 ]
"['0.16725989', '0.89369583', '0.69825685']",[ 1.686428   1.3576912  0.814173  -2.098871 ]
"['0.16736697', '0.8964863', '0.69742346']",[ 1.9234996  1.5709395  1.0766675 -2.086643 ]
"['0.16747403', '0.89927626', '0.6965902']",[ 1.8968908  1.5521669  1.1378963 -1.9923102]
"['0.1675811', '0.90206623', '0.6957569']",[ 2.0210028   1.5304044   0.81055146 -2.0254436 ]
"['0.16768816', '0.9048562', '0.69492364']",[ 1.862583    1.3096385   0.50075704 -2.158249  ]
"['0.16779523', '0.9076462', '0.69409037']",[ 1.7511109  1.2597697  0.513635  -2.3265254]
"['0.16790229', '0.91043615', '0.6932571']",[ 1.8774394  1.5645626  1.1285186 -2.2629297]
"['0.1692', '0.9442525', '0.68315744']",[ 5.5645785  5.5530047  5.4370146 -2.8613086]
"['0.17160001', '1.006793', '0.6644788']",[ 0.7772632  0.7765727  0.7667367 -2.6808767]
"['0.17400001', '1.0693336', '0.6458']",[ 2.4743657  2.5499668  2.7103612 -3.6404567]
"['0.1764', '1.1318736', '0.62712145']",[15.260219 16.371805 18.066156 -6.707469]
"['0.1788', '1.1944137', '0.6084429']",[25.315258 26.995626 29.72666  -8.196565]
"['0.18120001', '1.2569547', '0.58976424']",[18.478487  19.211386  19.853933  -8.4780035]
"['0.18360002', '1.3194952', '0.5710856']",[42.36182  44.062057 46.97561  -8.137153]
"['0.18599999', '1.3820348', '0.55240715']",[47.2181   50.419525 55.618988 -9.898276]
"['0.18840002', '1.4445758', '0.53372836']",[ 38.189533  40.29512   43.75828  -10.935199]
"['0.19080003', '1.5071163', '0.5150497']",[ 42.53355   44.630424  47.846394 -12.205951]
"['0.19320004', '1.5696568', '0.4963709']",[ 49.37895   52.167202  55.726536 -11.54351 ]
"['0.1956', '1.6321969', '0.4776926']",[34.055138 35.534004 37.595848 -8.540456]
"['0.19800001', '1.6947374', '0.45901382']",[ 50.58276   52.164856  53.85647  -11.432793]
"['0.20040002', '1.757278', '0.44033515']",[ 50.44223   52.31655   54.428146 -12.266017]
"['0.2028', '1.8198175', '0.42165673']",[ 56.830296  59.326645  62.5514   -11.819139]
"['0.2052', '1.8823581', '0.40297806']",[ 49.946762  51.707714  53.769806 -11.852622]
"['0.20760001', '1.9448986', '0.3842994']",[ 51.91692   54.363373  57.86066  -10.429899]
"['0.21000002', '2.0074396', '0.36562073']",[ 80.074745  84.10257   88.84342  -12.003192]
"['0.21240003', '2.0699801', '0.34694195']",[ 89.00288   92.932976  97.30752  -15.300579]
"['0.21480002', '2.1325197', '0.32826364']",[ 71.31324    74.02697    77.07655   -14.0839815]
"['0.21720001', '2.1950603', '0.30958486']",[ 76.87461   80.56663   84.0506   -14.148753]
"['0.21960002', '2.2576008', '0.2909062']",[54.28909  56.74696  59.94992  -8.832441]
"['0.222', '2.3201404', '0.27222776']",[57.092182 59.35766  62.109062 -9.540555]
"['0.22440001', '2.3826814', '0.2535491']",[46.172657  48.10346   50.55062   -7.3484244]
"['0.22560002', '2.4139519', '0.24420977']",[33.570362  35.035496  37.37607   -3.9938014]
"['0.22680002', '2.445222', '0.23487043']",[21.081509  21.895142  23.659101   1.6135436]
